region,base_sku,branch,status,first_observed_month,last_observed_month,last_positive_month,months_since_last_positive,exclusion_reason
DNB,29.L1.8080.FPU8002,008,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8002,010,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8002,011,Vô hiệu hóa,2024-01-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8002,012,Vô hiệu hóa,2024-08-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8002,013,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8002,015,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8002,017,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8002,019,Vô hiệu hóa,2024-01-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8002,023,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8002,024,Vô hiệu hóa,2024-02-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8002,049,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8003,000,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8003,050,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8003,061,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8003,063,Vô hiệu hóa,2024-01-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8003,064,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8003,065,Vô hiệu hóa,2024-04-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8003,073,Vô hiệu hóa,2024-01-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8003,074,Vô hiệu hóa,2024-04-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8003,076,Vô hiệu hóa,2024-07-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8003,079,Vô hiệu hóa,2024-01-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8003,081,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8003,098,Vô hiệu hóa,2024-06-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8005,000,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8005,061,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8005,064,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8005,065,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8005,069,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8005,073,Vô hiệu hóa,2024-03-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8005,079,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8005,081,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8005,222,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8006,000,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8006,050,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8006,061,Vô hiệu hóa,2024-01-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8006,063,Vô hiệu hóa,2024-02-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8006,073,Vô hiệu hóa,2024-03-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8006,074,Vô hiệu hóa,2024-08-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8006,081,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8006,098,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8007,000,Vô hiệu hóa,2024-05-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8007,013,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8007,064,Vô hiệu hóa,2024-04-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8007,074,Vô hiệu hóa,2024-06-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8007,079,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8007,081,Vô hiệu hóa,2024-05-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8007,098,Vô hiệu hóa,2024-05-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8007,222,Vô hiệu hóa,2024-10-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8011,010,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8011,011,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8011,012,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8011,013,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8011,015,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8011,016,Vô hiệu hóa,2024-01-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8011,017,Vô hiệu hóa,2024-06-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8011,018,Vô hiệu hóa,2024-01-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8011,023,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8011,024,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8013,000,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8013,050,Vô hiệu hóa,2024-01-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8013,064,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8013,065,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8013,069,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8013,073,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8013,074,Vô hiệu hóa,2024-05-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8013,079,Vô hiệu hóa,2024-04-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8013,081,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8013,098,Vô hiệu hóa,2024-04-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8013,222,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8014,008,Vô hiệu hóa,2024-06-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8014,011,Vô hiệu hóa,2024-06-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8014,013,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8014,023,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8014,024,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8016,000,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8016,050,Vô hiệu hóa,2024-03-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8016,061,Vô hiệu hóa,2024-01-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8016,063,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8016,064,Vô hiệu hóa,2024-04-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8016,073,Vô hiệu hóa,2024-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8016,079,Vô hiệu hóa,2024-03-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8016,081,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8016,222,Vô hiệu hóa,2024-08-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8017,000,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8017,063,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8017,065,Vô hiệu hóa,2024-04-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8017,069,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8017,073,Vô hiệu hóa,2024-01-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8017,074,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8017,079,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8017,081,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
Chưa xác định,29.L1.8080.FPU8888,000,Vô hiệu hóa,2024-03-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8888,008,Vô hiệu hóa,2024-03-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8888,010,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,011,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,29.L1.8080.FPU8888,012,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8888,013,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,015,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,017,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,018,Vô hiệu hóa,2024-02-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8888,019,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8888,022,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,024,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,050,Vô hiệu hóa,2024-01-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,063,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,065,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,069,Vô hiệu hóa,2024-04-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,073,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8888,076,Vô hiệu hóa,2024-02-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,29.L1.8080.FPU8888,094,Vô hiệu hóa,2024-04-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,29.L1.8080.FPU8888,098,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601,001,Vô hiệu hóa,2024-02-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601,002,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601,008,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3601,011,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601,013,Vô hiệu hóa,2024-02-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601,014,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3601,017,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601,019,Vô hiệu hóa,2024-03-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601,022,Vô hiệu hóa,2024-02-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601,023,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3601,024,Vô hiệu hóa,2024-02-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601,067,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601,099,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3601D,000,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601D,001,Vô hiệu hóa,2024-04-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601D,002,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3601D,011,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601D,012,Vô hiệu hóa,2024-02-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601D,014,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3601D,016,Vô hiệu hóa,2024-02-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601D,019,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601D,023,Vô hiệu hóa,2024-01-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601D,067,Vô hiệu hóa,2024-03-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601D,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601D,099,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601V,001,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601V,002,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3601V,011,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601V,012,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3601V,013,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601V,014,Vô hiệu hóa,2024-01-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601V,023,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3601V,024,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601V,049,Vô hiệu hóa,2024-02-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601V,067,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3601V,099,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3602,000,Vô hiệu hóa,2024-01-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602,050,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602,059,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602,060,Vô hiệu hóa,2024-02-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602,061,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602,064,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602,065,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602,067,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602,069,Vô hiệu hóa,2024-01-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602,071,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602,079,Vô hiệu hóa,2024-03-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602,081,Vô hiệu hóa,2024-03-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3602,093,Vô hiệu hóa,2024-06-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602,094,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3602,222,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3602D,000,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602D,050,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602D,059,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602D,061,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602D,065,Vô hiệu hóa,2024-02-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602D,067,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602D,069,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602D,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602D,072,Vô hiệu hóa,2024-01-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602D,073,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602D,074,Vô hiệu hóa,2024-04-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602D,079,Vô hiệu hóa,2024-03-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602D,081,Vô hiệu hóa,2024-04-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3602D,093,Vô hiệu hóa,2024-08-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602D,098,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3602V,000,Vô hiệu hóa,2024-01-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602V,059,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602V,065,Vô hiệu hóa,2024-02-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602V,067,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3602V,069,Vô hiệu hóa,2024-02-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602V,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3602V,079,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602V,081,Vô hiệu hóa,2024-03-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3602V,093,Vô hiệu hóa,2024-08-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3602V,094,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3602V,222,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3603,000,Vô hiệu hóa,2024-02-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3603,024,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3603,050,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603,059,Vô hiệu hóa,2024-02-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603,061,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3603,063,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
